condition_id,run_id,attempt,attempt_dir,dataset,tool,measurement_track,sequence_output_policy,execution_mode,threads,replicate,input_records,emitted_records,non_nominal_sequence_records,output_length_validity_json,wall_seconds,user_cpu_seconds,system_cpu_seconds,peak_rss_kib,input_records_per_second,output_bytes,normalized_output_sha256
lr_splitseq_forward-t32-r1-matchbox,fd65f1eb654b9ede29d756f043a0ebb2305be3dd610ab41a5ce71f18c890ed28,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/fd65f1eb654b9ede29d756f043a0ebb2305be3dd610ab41a5ce71f18c890ed28/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,32,1,5764421,,0,[],8.274908132,30.87,1.58,316196,696614.5010974002,0,
lr_splitseq_forward-t32-r1-splitcode,e60ffdfa02c82657a6dfc0bf03ec54dec1dc24088df861ceaa29a9d22943a360,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/e60ffdfa02c82657a6dfc0bf03ec54dec1dc24088df861ceaa29a9d22943a360/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,32,1,5764421,,0,[],13.634379294,387.07,0.74,537420,422785.7297865194,0,
lr_splitseq_forward-t32-r1-seqproc,fce2950a628e58223a5858fea52384c3e3a1b997850adeaa312689009947e81a,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/fce2950a628e58223a5858fea52384c3e3a1b997850adeaa312689009947e81a/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,32,1,5764421,,0,[],2.918195543,14.59,0.73,87040,1975337.4697001928,0,
lr_splitseq_forward-t1-r2-splitcode,ed52481b79492745a894fa2c59e2f8134ccf8d041173e2e382a4026e1d8bfed6,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/ed52481b79492745a894fa2c59e2f8134ccf8d041173e2e382a4026e1d8bfed6/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,1,2,5764421,,0,[],383.452275939,382.32,0.63,115532,15032.955498527306,0,
lr_splitseq_forward-t1-r2-matchbox,290f8f8158e376a71f24f131f20281559261bc11bb72064ecdd0d64b9520a0f5,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/290f8f8158e376a71f24f131f20281559261bc11bb72064ecdd0d64b9520a0f5/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,1,2,5764421,,0,[],21.54189712,20.55,0.95,327680,267591.14890805865,0,
lr_splitseq_forward-t1-r2-seqproc,5268477c43adf699f80b2d81b2f2f6763be515c94b078d555340b3b23b7a429e,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/5268477c43adf699f80b2d81b2f2f6763be515c94b078d555340b3b23b7a429e/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,1,2,5764421,,0,[],14.332065631,13.7,0.55,9216,402204.4796900498,0,
lr_splitseq_forward-t1-r3-splitcode,477007dad707a4d5617d7e3a28b822b0495081f82082a77ea814bfb0fd36efa3,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/477007dad707a4d5617d7e3a28b822b0495081f82082a77ea814bfb0fd36efa3/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,1,3,5764421,,0,[],383.704109392,382.56,0.66,115532,15023.089038931686,0,
lr_splitseq_forward-t1-r3-seqproc,b0ed118c77d457246afff9c667ad2ece840f7856fda4efc0a8cf250ab85d7812,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/b0ed118c77d457246afff9c667ad2ece840f7856fda4efc0a8cf250ab85d7812/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,1,3,5764421,,0,[],14.282215244,13.72,0.5,9216,403608.32696606015,0,
lr_splitseq_forward-t1-r3-matchbox,85f9e4e3679ae36fd6ffc26c8ad785839fbadae2f4831db12addc1468ebf2518,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/85f9e4e3679ae36fd6ffc26c8ad785839fbadae2f4831db12addc1468ebf2518/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,1,3,5764421,,0,[],21.592267493,20.59,0.92,327680,266966.913126135,0,
lr_splitseq_forward-t4-r2-seqproc,7a081a00c3eaeaf1633690bb1c24886b033000015ad0b511e68bcfac076ca94f,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/7a081a00c3eaeaf1633690bb1c24886b033000015ad0b511e68bcfac076ca94f/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,4,2,5764421,,0,[],3.669619809,13.75,0.56,15360,1570849.6520163624,0,
lr_splitseq_forward-t4-r2-splitcode,3162addee9c58ce9867e3d700a4a7c72c9e38f0282cc995fcf7d6077697a7a7a,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/3162addee9c58ce9867e3d700a4a7c72c9e38f0282cc995fcf7d6077697a7a7a/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,4,2,5764421,,0,[],97.485212035,381.73,0.73,160148,59131.23518601371,0,
lr_splitseq_forward-t4-r2-matchbox,1dec484f97f263991b9646ab32ac27ecc5df407e74d0844df4e85cbad1c2dda0,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/1dec484f97f263991b9646ab32ac27ecc5df407e74d0844df4e85cbad1c2dda0/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,4,2,5764421,,0,[],9.126427292,20.69,0.99,325632,631618.5748888777,0,
